WARN  2013-03-31 20:41:28,312 [pool-1-thread-1] - Obsolete content type encountered: 'application/x-javascript'.
ERROR 2013-03-31 20:42:32,174 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.8'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:32,174 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.7'.
ERROR 2013-03-31 20:42:32,174 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.7'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:32,175 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.6'.
ERROR 2013-03-31 20:42:32,175 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.6'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:32,175 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.5'.
ERROR 2013-03-31 20:42:32,175 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.5'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:32,176 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.4'.
ERROR 2013-03-31 20:42:32,176 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.4'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:32,176 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.3'.
ERROR 2013-03-31 20:42:32,176 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.3'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:32,177 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.2'.
ERROR 2013-03-31 20:42:32,177 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.2'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:32,302 [pool-1-thread-1] - Obsolete content type encountered: 'text/javascript'.
WARN  2013-03-31 20:42:32,593 [JS executor for com.gargoylesoftware.htmlunit.WebClient@8cac53] - Obsolete content type encountered: 'text/javascript'.
WARN  2013-03-31 20:42:32,692 [JS executor for com.gargoylesoftware.htmlunit.WebClient@8cac53] - Obsolete content type encountered: 'text/javascript'.
WARN  2013-03-31 20:42:33,422 [JS executor for com.gargoylesoftware.htmlunit.WebClient@8cac53] - Obsolete content type encountered: 'text/javascript'.
ERROR 2013-03-31 20:42:34,395 [pool-1-thread-1] - runtimeError: message=[The data necessary to complete this operation is not yet available.] sourceName=[http://hm.baidu.com/h.js?5faade0d566fcec8b00f8d195be751aa] line=[1] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:34,770 [pool-1-thread-1] - Unimplemented behavior: #default#userData
WARN  2013-03-31 20:42:34,815 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash'.
ERROR 2013-03-31 20:42:34,815 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash'.] sourceName=[http://hm.baidu.com/h.js?5faade0d566fcec8b00f8d195be751aa] line=[10] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:34,949 [pool-1-thread-1] - Obsolete content type encountered: 'text/javascript'.
ERROR 2013-03-31 20:42:34,951 [pool-1-thread-1] - runtimeError: message=[The data necessary to complete this operation is not yet available.] sourceName=[http://share.baidu.com/static/js/shell_v2.js?t=20] line=[1] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:35,134 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.7'.
ERROR 2013-03-31 20:42:35,135 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.7'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[2] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:35,139 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.6'.
ERROR 2013-03-31 20:42:35,139 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.6'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[2] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:35,141 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash'.
ERROR 2013-03-31 20:42:35,141 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[2] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:35,374 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.7'.
ERROR 2013-03-31 20:42:35,374 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.7'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[2] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:35,374 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.6'.
ERROR 2013-03-31 20:42:35,374 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.6'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[2] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:35,375 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash'.
ERROR 2013-03-31 20:42:35,375 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[2] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:35,379 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.10'.
ERROR 2013-03-31 20:42:35,379 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.10'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:35,380 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.9'.
ERROR 2013-03-31 20:42:35,380 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.9'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:35,380 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.8'.
ERROR 2013-03-31 20:42:35,380 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.8'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:35,381 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.7'.
ERROR 2013-03-31 20:42:35,381 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.7'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:35,381 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.6'.
ERROR 2013-03-31 20:42:35,381 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.6'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:35,381 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.5'.
ERROR 2013-03-31 20:42:35,381 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.5'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:35,382 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.4'.
ERROR 2013-03-31 20:42:35,382 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.4'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:35,382 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.3'.
ERROR 2013-03-31 20:42:35,382 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.3'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:35,383 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.2'.
ERROR 2013-03-31 20:42:35,383 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.2'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:35,442 [pool-1-thread-1] - Obsolete content type encountered: 'text/javascript'.
WARN  2013-03-31 20:42:35,892 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.7'.
ERROR 2013-03-31 20:42:35,893 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.7'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[2] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:35,893 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.6'.
ERROR 2013-03-31 20:42:35,893 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.6'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[2] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:35,894 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash'.
ERROR 2013-03-31 20:42:35,894 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[2] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:35,897 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.7'.
ERROR 2013-03-31 20:42:35,898 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.7'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[2] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:35,898 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.6'.
ERROR 2013-03-31 20:42:35,898 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.6'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[2] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:35,898 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash'.
ERROR 2013-03-31 20:42:35,898 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[2] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:35,902 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.10'.
ERROR 2013-03-31 20:42:35,902 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.10'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:35,902 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.9'.
ERROR 2013-03-31 20:42:35,902 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.9'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:35,903 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.8'.
ERROR 2013-03-31 20:42:35,903 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.8'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:35,903 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.7'.
ERROR 2013-03-31 20:42:35,903 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.7'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:35,903 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.6'.
ERROR 2013-03-31 20:42:35,903 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.6'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:35,904 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.5'.
ERROR 2013-03-31 20:42:35,904 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.5'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:35,904 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.4'.
ERROR 2013-03-31 20:42:35,904 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.4'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:35,905 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.3'.
ERROR 2013-03-31 20:42:35,905 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.3'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:35,905 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.2'.
ERROR 2013-03-31 20:42:35,905 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.2'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:35,950 [pool-1-thread-1] - Obsolete content type encountered: 'text/javascript'.
WARN  2013-03-31 20:42:36,670 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.7'.
ERROR 2013-03-31 20:42:36,670 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.7'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[2] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:36,670 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.6'.
ERROR 2013-03-31 20:42:36,671 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.6'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[2] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:36,671 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash'.
ERROR 2013-03-31 20:42:36,671 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[2] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:36,674 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.7'.
ERROR 2013-03-31 20:42:36,674 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.7'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[2] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:36,675 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.6'.
ERROR 2013-03-31 20:42:36,675 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.6'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[2] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:36,675 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash'.
ERROR 2013-03-31 20:42:36,675 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[2] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:36,679 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.10'.
ERROR 2013-03-31 20:42:36,679 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.10'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:36,680 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.9'.
ERROR 2013-03-31 20:42:36,680 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.9'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:36,680 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.8'.
ERROR 2013-03-31 20:42:36,680 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.8'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:36,680 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.7'.
ERROR 2013-03-31 20:42:36,680 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.7'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:42:36,681 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.6'.
